tv & home theater,0,electronics,0,Score1 = 0.871406506901, Score2 = 0.950714694111(False)
tv & home theater,0,accessories & supplies,1,Score1 = 0.472273429326, Score2 = 0.828462918029(False)
computers & tablets,0,electronics,0,Score1 = 0.947712609456, Score2 = 0.953283545241(False)
computers & tablets,0,computers & accessories,1,Score1 = 0.936516942659, Score2 = 0.969588897356(False)
audio & mp3,0,electronics,0,Score1 = 0.793710051473, Score2 = 0.861352622577(False)
audio & mp3,0,portable audio & video,1,Score1 = 0.349680411788, Score2 = 0.760757036558(True)
office,0,electronics,0,Score1 = 0.602270423677, Score2 = 0.905250757321(False)
office,0,computers & accessories,1,Score1 = 0.709406040949, Score2 = 0.921131590227(False)
office,0,cables & accessories,2,Score1 = 0.781336576796, Score2 = 0.86236270864(False)
office,0,printer ink & toner,3,Score1 = 0.523616460572, Score2 = 0.869660601368(False)
cell phones,0,cell phones & accessories,0,Score1 = 0.772660585571, Score2 = 0.85819642808(False)
video games,0,electronics,0,Score1 = 0.323274424808, Score2 = 0.396080453842(True)
car electronics & gps,0,electronics,0,Score1 = 0.805875725799, Score2 = 0.880417249167(False)
car electronics & gps,0,car & vehicle electronics,1,Score1 = 0.648756391368, Score2 = 0.797755810847(False)
musical instruments,0,electronics,0,Score1 = 0.790553138595, Score2 = 0.749213836478(False)
musical instruments,0,computers & accessories,1,Score1 = 0.72094468614, Score2 = 0.712068965517(False)
mobile phones,0,cell phones & accessories,0,Score1 = 0.778875053671, Score2 = 0.832965821389(False)
cameras & camcorders,0,electronics,0,Score1 = 0.890827142976, Score2 = 0.897685749086(False)
cameras & camcorders,0,camera & photo,1,Score1 = 0.769176195643, Score2 = 0.942162660735(False)
health fitness & beauty,0,tools & home improvement,0,Score1 = 0.305280528053, Score2 = 0.857657657658(True)
appliances,0,home & kitchen,0,Score1 = 0.703306448207, Score2 = 0.806304413089(False)
appliances,0,kitchen & dining,1,Score1 = 0.843883281956, Score2 = 0.896517213771(False)
appliances,0,kitchen utensils & gadgets,2,Score1 = 0.339892741016, Score2 = 0.4508634613(True)
home,0,electronics,0,Score1 = 0.336291404396, Score2 = 0.870205584535(True)
movies & music,0,electronics,0,Score1 = 0.359901498661, Score2 = 0.333778469192(True)
