seasonal,0,office products,0,Score1 = 0.206012106289, Score2 = 0.862549800797(True)
everything else,0,sports & outdoors,0,Score1 = 0.334379905808, Score2 = 0.821596244131(True)
cell phones,0,electronics,0,Score1 = 0.675345715443, Score2 = 0.795836189171(False)
cell phones,0,accessories & supplies,1,Score1 = 0.781114389863, Score2 = 0.841703703704(False)
cell phones,0,audio & video accessories,2,Score1 = 0.912862350286, Score2 = 0.969892882043(False)
cell phones,0,cables & interconnects,3,Score1 = 0.998900653822, Score2 = 0.0(True)
patio & garden,0,patio lawn & garden,0,Score1 = 0.459102087368, Score2 = 0.791636476555(False)
patio & garden,0,outdoor decor,1,Score1 = 0.358262150571, Score2 = 0.822987133572(False)
toys,0,toys & games,0,Score1 = 0.287548849764, Score2 = 0.693369294896(True)
toys,0,hobbies,1,Score1 = 0.390234075984, Score2 = 0.52981106752(False)
books,0,clothing & accessories,0,Score1 = 0.242281634578, Score2 = 0.183332595903(True)
party & occasions,0,home & kitchen,0,Score1 = 0.434649608398, Score2 = 0.845959357724(False)
party & occasions,0,home decor,1,Score1 = 0.401660720876, Score2 = 0.677671944708(False)
home,0,home & kitchen,0,Score1 = 0.657692659546, Score2 = 0.869813169791(False)
home,0,home decor,1,Score1 = 0.417788244296, Score2 = 0.867067000647(False)
clothing,0,clothing & accessories,0,Score1 = 0.422127885381, Score2 = 0.704588309239(False)
clothing,0,luggage & bags,1,Score1 = 0.600689838153, Score2 = 0.939487632509(False)
clothing,0,backpacks,2,Score1 = 0.684001061289, Score2 = 0.0(True)
jewelry,0,jewelry,0,Score1 = 0.790296719022, Score2 = 0.947041755749(False)
jewelry,0,novelty & more,1,Score1 = 0.16927294357, Score2 = 0.339478508861(True)
music,0,musical instruments,0,Score1 = 0.344714446837, Score2 = 0.607079119572(True)
pets,0,pet supplies,0,Score1 = 0.688787917573, Score2 = 0.846325373966(False)
health,0,health & personal care,0,Score1 = 0.660157817306, Score2 = 0.825017365131(False)
health,0,health care,1,Score1 = 0.387149162193, Score2 = 0.777328135024(False)
electronics,0,electronics,0,Score1 = 0.480640930796, Score2 = 0.897917205964(False)
electronics,0,computers & accessories,1,Score1 = 0.583105790571, Score2 = 0.846030080044(False)
electronics,0,cables & accessories,2,Score1 = 0.619463312933, Score2 = 0.712782820168(False)
electronics,0,cables & interconnects,3,Score1 = 0.657142376757, Score2 = 0.649346794869(False)
gifts & registry,0,grocery & gourmet food,0,Score1 = 0.286678944138, Score2 = 0.820128479657(True)
sports & outdoors,0,sports & outdoors,0,Score1 = 0.652678205307, Score2 = 0.884757979329(False)
sports & outdoors,0,fan shop,1,Score1 = 0.747247894521, Score2 = 0.934607730809(False)
sports & outdoors,0,home & garden,2,Score1 = 0.550200296502, Score2 = 0.749264952785(False)
beauty,0,beauty,0,Score1 = 0.889746824796, Score2 = 0.93603826738(False)
beauty,0,fragrance,1,Score1 = 0.338716460594, Score2 = 0.932952570151(True)
movies & tv,0,electronics,0,Score1 = 0.312783951912, Score2 = 0.563351955307(True)
household essentials,0,health & personal care,0,Score1 = 0.349532594564, Score2 = 0.637796670209(True)
baby,0,baby products,0,Score1 = 0.400904977376, Score2 = 0.712866817156(False)
baby,0,nursery,1,Score1 = 0.821719457014, Score2 = 0.0(True)
grocery,0,grocery & gourmet food,0,Score1 = 0.610731265565, Score2 = 0.84096975089(False)
grocery,0,beverages,1,Score1 = 0.295404120444, Score2 = 0.663090128755(True)
home improvement,0,tools & home improvement,0,Score1 = 0.663856241683, Score2 = 0.813002407475(False)
home improvement,0,power & hand tools,1,Score1 = 0.395034012914, Score2 = 0.808562979471(False)
video games,0,sports & outdoors,0,Score1 = 0.30323959875, Score2 = 0.461496746204(True)
auto & tires,0,automotive,0,Score1 = 0.692564566364, Score2 = 0.893025484105(False)
auto & tires,0,motorcycle & powersports,1,Score1 = 0.456925431602, Score2 = 0.81483216603(False)
apparel,0,clothing & accessories,0,Score1 = 0.535438748288, Score2 = 0.827408205404(False)
apparel,0,women,1,Score1 = 0.321316124691, Score2 = 0.83813299424(True)
