point & shoot cameras,2,accessories,2,Score1 = 0.63957253886, Score2 = 0.0(True)
camera bags cases & straps,2,bags & cases,2,Score1 = 0.774358974359, Score2 = 0.0(True)
a v cables & connectors,2,cables & interconnects,3,Score1 = 0.998545101843, Score2 = 0.0(True)
memory cards,2,cables & accessories,2,Score1 = 0.961417676088, Score2 = 0.984601026598(False)
memory cards,2,memory cards,3,Score1 = 0.943921040825, Score2 = 0.938688212928(False)
computer power supplies,2,fans & cooling,3,Score1 = 0.987750556793, Score2 = 0.0(True)
camera lenses,2,accessories,2,Score1 = 0.989266547406, Score2 = 0.0(True)
imaging video & design software,2,cables & interconnects,3,Score1 = 0.74678111588, Score2 = 0.243295019157(True)
tv stands,2,cables & interconnects,3,Score1 = 0.985086992543, Score2 = 0.0(True)
computer cases & hard drive enclosures,2,fans & cooling,3,Score1 = 0.992395437262, Score2 = 0.0(True)
video graphics cards,2,fans & cooling,3,Score1 = 0.510822510823, Score2 = 0.0(True)
mounts & brackets,2,cables & interconnects,3,Score1 = 0.583601286174, Score2 = 0.0(True)
bags cases & straps,2,bags & cases,2,Score1 = 0.82925257732, Score2 = 0.0(True)
servers,2,fans & cooling,3,Score1 = 0.994391475042, Score2 = 0.0(True)
flashes lighting & studio,2,accessories,2,Score1 = 0.991349480969, Score2 = 0.0(True)
racks mounts & accessories,2,fans & cooling,3,Score1 = 0.959072305593, Score2 = 0.0(True)
motherboards,2,fans & cooling,3,Score1 = 0.982954545455, Score2 = 0.0(True)
usb & firewire cards,2,fans & cooling,3,Score1 = 0.980364656381, Score2 = 0.0(True)
fans & cooling kits,2,fans & cooling,3,Score1 = 0.997481108312, Score2 = 0.0(True)
digital slr cameras,2,accessories,2,Score1 = 0.876443418014, Score2 = 0.0(True)
projector mounts & screens,2,cables & interconnects,3,Score1 = 0.913285600636, Score2 = 0.0(True)
processors,2,fans & cooling,3,Score1 = 0.995485327314, Score2 = 0.0(True)
compact system cameras,2,bags & cases,2,Score1 = 0.638989169675, Score2 = 0.0(True)
speaker accessories,2,cables & interconnects,3,Score1 = 0.968253968254, Score2 = 0.0(True)
binoculars,2,accessories,2,Score1 = 0.866141732283, Score2 = 0.0(True)
computer memory,2,memory,3,Score1 = 0.986053882726, Score2 = 0.0(True)
marine audio,2,car video,3,Score1 = 0.910750507099, Score2 = 0.0(True)
dvd blu-ray drives,2,fans & cooling,3,Score1 = 0.989956958393, Score2 = 0.0(True)
filters & accessories,2,accessories,2,Score1 = 0.989650711514, Score2 = 0.0(True)
filters & accessories,2,digital camera accessories,3,Score1 = 0.839586028461, Score2 = 0.696456086287(False)
