car battery chargers & accessories,1,replacement parts,1,Score1 = 0.848101265823, Score2 = 0.893390191898(False)
car battery chargers & accessories,1,lighting & electrical,2,Score1 = 0.694394213382, Score2 = 0.596354166667(False)
hooks,1,hardware,1,Score1 = 0.614320304393, Score2 = 0.67286036036(False)
hooks,1,cabinet hardware,2,Score1 = 0.638533379453, Score2 = 0.810400866739(False)
ladders,1,building supplies,1,Score1 = 0.911045943304, Score2 = 0.906652360515(False)
ladders,1,heating & cooling,2,Score1 = 0.570869990225, Score2 = 0.0(True)
indoor fireplaces & stoves,1,building supplies,1,Score1 = 0.609024880235, Score2 = 0.770616594773(False)
indoor fireplaces & stoves,1,heating & cooling,2,Score1 = 0.691701437181, Score2 = 0.0(True)
briefcases,1,luggage & bags,1,Score1 = 0.931216931217, Score2 = 0.964015151515(False)
briefcases,1,business cases,2,Score1 = 0.871252204586, Score2 = 0.834008097166(False)
blood pressure monitors,1,medical supplies & equipment,1,Score1 = 0.899378881988, Score2 = 0.976519337017(False)
home security,1,safety & security,1,Score1 = 0.391608391608, Score2 = 0.755102040816(False)
massage equipment,1,skin care,1,Score1 = 0.487159533074, Score2 = 0.845047923323(False)
massage equipment,1,body,2,Score1 = 0.755642023346, Score2 = 0.855818743563(False)
patient care,1,health care,1,Score1 = 0.460201793722, Score2 = 0.760048721072(False)
patient care,1,massage & relaxation,2,Score1 = 0.570627802691, Score2 = 0.0(True)
toilet lids & seats,1,kitchen & bath fixtures,1,Score1 = 0.91231845078, Score2 = 0.924528301887(False)
toilet lids & seats,1,bathroom fixtures,2,Score1 = 1.0, Score2 = 0.0(True)
all bottoms,1,women,1,Score1 = 0.322033898305, Score2 = 0.93620414673(True)
boat tops & other accessories,1,toys & hobbies,2,Score1 = 0.325865580448, Score2 = 0.1984375(True)
automotive electrical,1,replacement parts,1,Score1 = 0.480035492458, Score2 = 0.709180529883(False)
automotive electrical,1,lighting & electrical,2,Score1 = 0.637976929902, Score2 = 0.602688919796(False)
life vests,1,clothing,2,Score1 = 0.49427480916, Score2 = 0.598455598456(False)
life vests,1,jackets,3,Score1 = 0.543893129771, Score2 = 0.59298245614(False)
all watches,1,watches,1,Score1 = 0.723755868545, Score2 = 0.413682753849(True)
minerals,1,vitamins & dietary supplements,1,Score1 = 0.77079002079, Score2 = 0.918633400764(False)
braces & supports,1,health care,1,Score1 = 0.508167330677, Score2 = 0.77812622501(False)
braces & supports,1,first aid,2,Score1 = 0.776693227092, Score2 = 0.0(True)
hats & headwear,1,men,1,Score1 = 0.482716427042, Score2 = 0.839036755387(False)
hats & headwear,1,accessories,2,Score1 = 0.891098195167, Score2 = 0.954685890834(False)
hats & headwear,1,hats & caps,3,Score1 = 0.631385744876, Score2 = 0.889534883721(False)
marine electronics,1,toys & hobbies,2,Score1 = 0.360269360269, Score2 = 0.102803738318(True)
chains ropes & tiedowns,1,hardware,1,Score1 = 0.407578253707, Score2 = 0.580436540016(False)
chains ropes & tiedowns,1,door hardware & locks,2,Score1 = 0.457331136738, Score2 = 0.60446685879(False)
digestion & nausea,1,vitamins & dietary supplements,1,Score1 = 0.566813509545, Score2 = 0.829015544041(False)
fluids & lubricants,1,replacement parts,1,Score1 = 0.485889570552, Score2 = 0.522727272727(False)
fluids & lubricants,1,shocks struts & suspension,2,Score1 = 0.476073619632, Score2 = 0.268041237113(True)
cookies,1,snack foods,1,Score1 = 0.785169029444, Score2 = 0.775(False)
flashlights,1,power & hand tools,1,Score1 = 0.867976750623, Score2 = 0.926977040816(False)
flashlights,1,hand tools,2,Score1 = 0.990866316081, Score2 = 0.0(True)
tea,1,beverages,1,Score1 = 0.98420221169, Score2 = 0.968699839486(False)
boxing gear & accessories,1,winter sports,2,Score1 = 0.200345423143, Score2 = 0.525862068966(True)
oral accessories,1,personal care,1,Score1 = 0.787299630086, Score2 = 0.902897415818(False)
paints & primers,1,painting supplies & wall treatments,1,Score1 = 0.871281117183, Score2 = 0.809756097561(False)
atv accessories,1,motorcycle & powersports,1,Score1 = 0.796962541094, Score2 = 0.880287009063(False)
atv accessories,1,parts,2,Score1 = 0.544751585868, Score2 = 0.0(True)
auto paint & body,1,paint body & trim,1,Score1 = 0.334500875657, Score2 = 0.392670157068(True)
auto paint & body,1,paints & primers,2,Score1 = 0.76707530648, Score2 = 0.881278538813(False)
auto paint & body,1,body paint,3,Score1 = 0.556917688266, Score2 = 0.0(True)
exercise mats,1,home & garden,2,Score1 = 0.515947467167, Score2 = 0.389090909091(True)
knives & tools,1,hunting,2,Score1 = 0.682604415694, Score2 = 0.772764730119(False)
knives & tools,1,hunting accessories,3,Score1 = 0.996062438476, Score2 = 0.0(True)
basketball backboard systems,1,winter sports,2,Score1 = 0.302925989673, Score2 = 0.113636363636(True)
gun cases & bags,1,hunting,2,Score1 = 0.637571998228, Score2 = 0.596942321056(False)
gun cases & bags,1,hunting accessories,3,Score1 = 0.971643774922, Score2 = 0.0(True)
water pumps,1,rough plumbing,1,Score1 = 0.820633059789, Score2 = 0.842857142857(False)
plumbing parts & repair,1,rough plumbing,1,Score1 = 0.53304228728, Score2 = 0.836036614742(False)
paper & plastic,1,wedding planning,1,Score1 = 0.407094378281, Score2 = 0.309531299151(True)
moisturizers,1,skin care,1,Score1 = 0.956813819578, Score2 = 0.961885656971(False)
moisturizers,1,face,2,Score1 = 0.521113243762, Score2 = 0.878453038674(False)
trading cards,1,sports souvenirs,2,Score1 = 0.944881889764, Score2 = 0.853333333333(False)
clamps & vices,1,power & hand tools,1,Score1 = 0.512725590005, Score2 = 0.496389891697(True)
gardening tools,1,gardening,1,Score1 = 0.815602836879, Score2 = 0.773641304348(False)
crackers,1,snack foods,1,Score1 = 0.880861850444, Score2 = 0.785611510791(False)
all earrings,1,jewelry & watches,1,Score1 = 0.351374920063, Score2 = 0.126902713435(True)
trailer hitches & towing equipment,1,exterior accessories,1,Score1 = 0.627954085078, Score2 = 0.901075268817(False)
trailer hitches & towing equipment,1,decals & bumper stickers,2,Score1 = 0.497636731938, Score2 = 0.590230664858(False)
body repair,1,replacement parts,1,Score1 = 0.429594272076, Score2 = 0.689814814815(False)
body repair,1,lighting & electrical,2,Score1 = 0.377883850438, Score2 = 0.498947368421(True)
archery & bow accessories,1,hunting,2,Score1 = 0.642976588629, Score2 = 0.639791937581(False)
archery & bow accessories,1,hunting accessories,3,Score1 = 0.969899665552, Score2 = 0.0(True)
grills & accessories fan shop,1,home & garden,2,Score1 = 0.903800475059, Score2 = 0.904073587385(False)
grills & accessories fan shop,1,collectibles,3,Score1 = 0.394299287411, Score2 = 0.174698795181(True)
cutting tools,1,power & hand tools,1,Score1 = 0.889211417513, Score2 = 0.860174102285(False)
cutting tools,1,hand tools,2,Score1 = 0.789066279632, Score2 = 0.0(True)
scales,1,health care,1,Score1 = 0.683222958057, Score2 = 0.702746365105(False)
scales,1,massage & relaxation,2,Score1 = 0.970198675497, Score2 = 0.0(True)
vinyl flooring,1,building supplies,1,Score1 = 0.98578680203, Score2 = 0.962924819773(False)
vinyl flooring,1,building materials,2,Score1 = 0.990862944162, Score2 = 0.0(True)
portable saws,1,power & hand tools,1,Score1 = 0.957475994513, Score2 = 0.940305635148(False)
portable saws,1,power tool accessories,2,Score1 = 0.83447645176, Score2 = 0.0(True)
bath sinks,1,kitchen & bath fixtures,1,Score1 = 0.997204100652, Score2 = 0.995093457944(False)
bath sinks,1,bathroom fixtures,2,Score1 = 0.979030754893, Score2 = 0.0(True)
all activewear,1,women,1,Score1 = 0.505467800729, Score2 = 0.939903846154(False)
all activewear,1,womens clothing,2,Score1 = 0.44957472661, Score2 = 0.754054054054(False)
outdoor power equipment,1,mowers & outdoor power tools,1,Score1 = 0.591140159768, Score2 = 0.826781326781(False)
handbags,1,luggage & bags,1,Score1 = 0.597162177142, Score2 = 0.90105810284(False)
handbags,1,luggage,2,Score1 = 0.550049883605, Score2 = 0.699314792422(False)
watering,1,gardening,1,Score1 = 0.832043695949, Score2 = 0.824398249453(False)
pumps & accessories,1,toys & hobbies,2,Score1 = 0.564356435644, Score2 = 0.19298245614(True)
car lighting,1,exterior accessories,1,Score1 = 0.419504643963, Score2 = 0.745387453875(False)
car lighting,1,lights & lighting accessories,2,Score1 = 0.928792569659, Score2 = 0.956666666667(False)
removal tools,1,power & hand tools,1,Score1 = 0.936699321778, Score2 = 0.967819790829(False)
removal tools,1,hand tools,2,Score1 = 0.884702336096, Score2 = 0.0(True)
conditioners,1,hair care,1,Score1 = 0.96261682243, Score2 = 0.977808599168(False)
conditioners,1,styling products,2,Score1 = 0.911882510013, Score2 = 0.0(True)
gardening accessories,1,gardening,1,Score1 = 0.863787375415, Score2 = 0.888461538462(False)
home safes & lock boxes,1,electrical,1,Score1 = 0.269852941176, Score2 = 0.158038147139(True)
hand saws,1,power & hand tools,1,Score1 = 0.960154241645, Score2 = 0.966532797858(False)
hand saws,1,power tool accessories,2,Score1 = 0.625964010283, Score2 = 0.0(True)
lawn mowers,1,mowers & outdoor power tools,1,Score1 = 0.522140221402, Score2 = 0.710247349823(False)
storage & organization fan shop,1,home & garden,2,Score1 = 0.289810547875, Score2 = 0.220848056537(True)
weight training accessories,1,winter sports,2,Score1 = 0.39405204461, Score2 = 0.466981132075(True)
outdoor lighting,1,outdoor decor,1,Score1 = 0.869174620999, Score2 = 0.898394241417(False)
furniture fan shop,1,sports souvenirs,2,Score1 = 0.488903115664, Score2 = 0.749017896115(False)
lighting fan shop,1,home & garden,2,Score1 = 0.83174835406, Score2 = 0.698328935796(False)
lighting fan shop,1,collectibles,3,Score1 = 0.343818580834, Score2 = 0.121276595745(True)
wind chimes & flags,1,outdoor decor,1,Score1 = 0.955118924509, Score2 = 0.966435686444(False)
brooches & pins,1,novelty & more,1,Score1 = 0.32914375491, Score2 = 0.248210023866(True)
fertilizer & soil,1,gardening,1,Score1 = 0.955106621773, Score2 = 0.94124559342(False)
herbals,1,vitamins & dietary supplements,1,Score1 = 0.538363171355, Score2 = 0.906175771971(False)
spark plugs,1,replacement parts,1,Score1 = 0.955093099671, Score2 = 0.970183486239(False)
spark plugs,1,ignition parts,2,Score1 = 0.729463307777, Score2 = 0.929429429429(False)
car seat covers,1,interior accessories,1,Score1 = 0.660126138753, Score2 = 0.583864118896(False)
car seat covers,1,seat covers & accessories,2,Score1 = 0.665031534688, Score2 = 0.504741833509(False)
oil filters,1,replacement parts,1,Score1 = 0.547904191617, Score2 = 0.868852459016(False)
oil filters,1,shocks struts & suspension,2,Score1 = 0.510479041916, Score2 = 0.281524926686(True)
abrasives,1,power & hand tools,1,Score1 = 0.846286243877, Score2 = 0.796464330413(False)
abrasives,1,power tool accessories,2,Score1 = 0.754402224282, Score2 = 0.0(True)
garden statues & accents,1,outdoor decor,1,Score1 = 0.689177699502, Score2 = 0.883151216073(False)
jointers & planers,1,power & hand tools,1,Score1 = 0.601449275362, Score2 = 0.814113597246(False)
jointers & planers,1,power tool accessories,2,Score1 = 0.505175983437, Score2 = 0.0(True)
deodorants & antiperspirant,1,personal care,1,Score1 = 0.958410924891, Score2 = 0.976683937824(False)
fire safety,1,safety & security,1,Score1 = 0.641247833622, Score2 = 0.783783783784(False)
dartboards,1,toys & game room,2,Score1 = 0.528767123288, Score2 = 0.90932642487(False)
rifle scopes,1,hunting,2,Score1 = 0.927289252443, Score2 = 0.863758882627(False)
rifle scopes,1,hunting & tactical knives,3,Score1 = 0.732333560554, Score2 = 0.0(True)
bird baths & feeders,1,gardening,1,Score1 = 0.682620202911, Score2 = 0.703392568659(False)
tools & accessories,1,toys & hobbies,2,Score1 = 0.249643366619, Score2 = 0.137142857143(True)
hardwood & laminate flooring,1,building supplies,1,Score1 = 0.977700043725, Score2 = 0.944543828265(False)
hardwood & laminate flooring,1,building materials,2,Score1 = 0.995627459554, Score2 = 0.0(True)
safety equipment & gear,1,safety & security,1,Score1 = 0.709415076634, Score2 = 0.851410934744(False)
braces & straps,1,hardware,1,Score1 = 0.519337016575, Score2 = 0.783687943262(False)
braces & straps,1,door hardware & locks,2,Score1 = 0.697974217311, Score2 = 0.778364116095(False)
baby clothing,1,baby,1,Score1 = 0.812328229289, Score2 = 0.801836636056(False)
baby clothing,1,baby girls,2,Score1 = 0.551236749117, Score2 = 0.935185185185(False)
