tv & home theater,0,electronics,0,Score1 = 0.772557421155, Score2 = 0.841158261318(False)
tv & home theater,0,accessories & supplies,1,Score1 = 0.472273429326, Score2 = 0.828462918029(False)
computers & tablets,0,electronics,0,Score1 = 0.886019454957, Score2 = 0.891399787421(False)
computers & tablets,0,computers & accessories,1,Score1 = 0.936516942659, Score2 = 0.969588897356(False)
computers & tablets,0,cables & accessories,2,Score1 = 0.24212238022, Score2 = 0.8263957674(True)
audio & mp3,0,electronics,0,Score1 = 0.690169127213, Score2 = 0.773101667828(False)
audio & mp3,0,portable audio & video,1,Score1 = 0.349680411788, Score2 = 0.760757036558(True)
office,0,electronics,0,Score1 = 0.592303534023, Score2 = 0.881010780902(False)
office,0,computers & accessories,1,Score1 = 0.709406040949, Score2 = 0.921131590227(False)
office,0,cables & accessories,2,Score1 = 0.781336576796, Score2 = 0.86236270864(False)
office,0,printer ink & toner,3,Score1 = 0.523616460572, Score2 = 0.869660601368(False)
cell phones,0,cell phones & accessories,0,Score1 = 0.788735089622, Score2 = 0.810594419733(False)
video games,0,video games,0,Score1 = 0.662554184728, Score2 = 0.980875691998(False)
car electronics & gps,0,electronics,0,Score1 = 0.52084236069, Score2 = 0.733943427621(False)
car electronics & gps,0,car & vehicle electronics,1,Score1 = 0.648756391368, Score2 = 0.797755810847(False)
car electronics & gps,0,car electronics,2,Score1 = 0.895918190484, Score2 = 0.0(True)
musical instruments,0,toys,0,Score1 = 0.825357364823, Score2 = 0.911144578313(False)
mobile phones,0,cell phones & accessories,0,Score1 = 0.798196650923, Score2 = 0.800430338892(False)
cameras & camcorders,0,electronics,0,Score1 = 0.818128703781, Score2 = 0.836972046521(False)
cameras & camcorders,0,camera & photo,1,Score1 = 0.769176195643, Score2 = 0.942162660735(False)
health fitness & beauty,0,tools & home improvement,0,Score1 = 0.291529152915, Score2 = 0.82641509434(True)
appliances,0,home & kitchen,0,Score1 = 0.566361217854, Score2 = 0.745899194751(False)
appliances,0,home,1,Score1 = 0.849921878299, Score2 = 0.934863616038(False)
home,0,electronics,0,Score1 = 0.314209059953, Score2 = 0.862561576355(True)
movies & music,0,books,0,Score1 = 0.583313238884, Score2 = 0.662668716607(False)
